,tenure,tenure_group
6326,62,61-80
6327,28,21-40
6328,70,61-80
6329,46,41-60
6330,23,21-40
6331,47,41-60
6332,68,61-80
6333,60,41-60
6334,67,61-80
6335,14,0-20
6336,57,41-60
6337,55,41-60
6338,1,0-20
6339,1,0-20
6340,23,21-40
6341,13,0-20
6342,47,41-60
6343,38,21-40
6344,38,21-40
6345,2,0-20
6346,1,0-20
6347,15,0-20
6348,26,21-40
6349,35,21-40
6350,3,0-20
6351,50,41-60
6352,42,41-60
6353,10,0-20
6354,61,61-80
6355,68,61-80
6356,10,0-20
6357,65,61-80
6358,72,61-80
6359,55,41-60
6360,1,0-20
6361,7,0-20
6362,2,0-20
6363,9,0-20
6364,27,21-40
6365,7,0-20
6366,64,61-80
6367,70,61-80
6368,2,0-20
6369,67,61-80
6370,45,41-60
6371,24,21-40
6372,4,0-20
6373,44,41-60
6374,72,61-80
6375,1,0-20
6376,66,61-80
6377,1,0-20
6378,13,0-20
6379,10,0-20
6380,65,61-80
6381,1,0-20
6382,38,21-40
6383,23,21-40
6384,10,0-20
6385,4,0-20
6386,72,61-80
6387,35,21-40
6388,1,0-20
6389,58,41-60
6390,70,61-80
6391,38,21-40
6392,60,41-60
6393,26,21-40
6394,8,0-20
6395,41,41-60
6396,36,21-40
6397,54,41-60
6398,71,61-80
6399,55,41-60
6400,72,61-80
6401,3,0-20
6402,54,41-60
6403,72,61-80
6404,52,41-60
6405,60,41-60
6406,39,21-40
6407,15,0-20
6408,69,61-80
6409,43,41-60
6410,63,61-80
6411,2,0-20
6412,72,61-80
6413,32,21-40
6414,40,21-40
6415,58,41-60
6416,67,61-80
6417,51,41-60
6418,31,21-40
6419,69,61-80
6420,32,21-40
6421,21,21-40
6422,52,41-60
6423,72,61-80
6424,72,61-80
6425,52,41-60
6426,41,41-60
6427,41,41-60
6428,6,0-20
6429,67,61-80
6430,16,0-20
6431,17,0-20
6432,35,21-40
6433,58,41-60
6434,1,0-20
6435,52,41-60
6436,70,61-80
6437,19,0-20
6438,1,0-20
6439,35,21-40
6440,32,21-40
6441,17,0-20
6442,67,61-80
6443,9,0-20
6444,31,21-40
6445,4,0-20
6446,58,41-60
6447,60,41-60
6448,58,41-60
6449,1,0-20
6450,27,21-40
6451,66,61-80
6452,15,0-20
6453,47,41-60
6454,41,41-60
6455,59,41-60
6456,50,41-60
6457,17,0-20
6458,6,0-20
6459,51,41-60
6460,44,41-60
6461,49,41-60
6462,2,0-20
6463,59,41-60
6464,50,41-60
6465,59,41-60
6466,18,0-20
6467,10,0-20
6468,14,0-20
6469,35,21-40
6470,8,0-20
6471,18,0-20
6472,60,41-60
6473,1,0-20
6474,6,0-20
6475,19,0-20
6476,53,41-60
6477,72,61-80
6478,60,41-60
6479,1,0-20
6480,13,0-20
6481,5,0-20
6482,1,0-20
6483,13,0-20
6484,37,21-40
6485,64,61-80
6486,5,0-20
6487,61,61-80
6488,1,0-20
6489,1,0-20
6490,26,21-40
6491,1,0-20
6492,24,21-40
6493,17,0-20
6494,26,21-40
6495,1,0-20
6496,40,21-40
6497,52,41-60
6498,1,0-20
6499,1,0-20
6500,21,21-40
6501,67,61-80
6502,44,41-60
6503,70,61-80
6504,3,0-20
6505,56,41-60
6506,13,0-20
6507,58,41-60
6508,42,41-60
6509,1,0-20
6510,46,41-60
6511,63,61-80
6512,11,0-20
6513,15,0-20
6514,72,61-80
6515,29,21-40
6516,1,0-20
6517,6,0-20
6518,1,0-20
6519,63,61-80
6520,2,0-20
6521,18,0-20
6522,43,41-60
6523,15,0-20
6524,10,0-20
6525,55,41-60
6526,49,41-60
6527,6,0-20
6528,70,61-80
6529,2,0-20
6530,63,61-80
6531,25,21-40
6532,18,0-20
6533,28,21-40
6534,53,41-60
6535,35,21-40
6536,1,0-20
6537,70,61-80
6538,2,0-20
6539,26,21-40
6540,34,21-40
6541,19,0-20
6542,15,0-20
6543,62,61-80
6544,42,41-60
6545,9,0-20
6546,24,21-40
6547,68,61-80
6548,31,21-40
6549,1,0-20
6550,21,21-40
6551,63,61-80
6552,2,0-20
6553,61,61-80
6554,1,0-20
6555,18,0-20
6556,6,0-20
6557,33,21-40
6558,16,0-20
6559,56,41-60
6560,23,21-40
6561,9,0-20
6562,14,0-20
6563,15,0-20
6564,5,0-20
6565,61,61-80
6566,70,61-80
6567,15,0-20
6568,8,0-20
6569,8,0-20
6570,4,0-20
6571,34,21-40
6572,68,61-80
6573,45,41-60
6574,9,0-20
6575,22,21-40
6576,2,0-20
6577,70,61-80
6578,10,0-20
6579,72,61-80
6580,49,41-60
6581,54,41-60
6582,71,61-80
6583,22,21-40
6584,50,41-60
6585,43,41-60
6586,45,41-60
6587,64,61-80
6588,23,21-40
6589,68,61-80
6590,1,0-20
6591,2,0-20
6592,26,21-40
6593,55,41-60
6594,14,0-20
6595,71,61-80
6596,64,61-80
6597,7,0-20
6598,57,41-60
6599,13,0-20
6600,3,0-20
6601,72,61-80
6602,40,21-40
6603,14,0-20
6604,2,0-20
6605,66,61-80
6606,38,21-40
6607,1,0-20
6608,22,21-40
6609,1,0-20
6610,5,0-20
6611,29,21-40
6612,1,0-20
6613,3,0-20
6614,71,61-80
6615,9,0-20
6616,43,41-60
6617,48,41-60
6618,26,21-40
6619,9,0-20
6620,1,0-20
6621,46,41-60
6622,2,0-20
6623,1,0-20
6624,64,61-80
6625,12,0-20
6626,6,0-20
6627,59,41-60
6628,7,0-20
6629,72,61-80
6630,16,0-20
6631,25,21-40
6632,34,21-40
6633,1,0-20
6634,10,0-20
6635,24,21-40
6636,10,0-20
6637,69,61-80
6638,57,41-60
6639,50,41-60
6640,28,21-40
6641,16,0-20
6642,25,21-40
6643,3,0-20
6644,61,61-80
6645,2,0-20
6646,51,41-60
6647,71,61-80
6648,20,0-20
6649,6,0-20
6650,6,0-20
6651,29,21-40
6652,36,21-40
6653,28,21-40
6654,7,0-20
6655,63,61-80
6656,48,41-60
6657,49,41-60
6658,27,21-40
6659,72,61-80
6660,1,0-20
6661,72,61-80
6662,47,41-60
6663,1,0-20
6664,36,21-40
6665,43,41-60
6666,27,21-40
6667,9,0-20
6668,38,21-40
6669,35,21-40
6670,0,0-20
6671,59,41-60
6672,27,21-40
6673,2,0-20
6674,7,0-20
6675,36,21-40
6676,41,41-60
6677,13,0-20
6678,19,0-20
6679,60,41-60
6680,48,41-60
6681,3,0-20
6682,69,61-80
6683,43,41-60
6684,11,0-20
6685,45,41-60
6686,72,61-80
6687,2,0-20
6688,12,0-20
6689,67,61-80
6690,37,21-40
6691,39,21-40
6692,41,41-60
6693,25,21-40
6694,8,0-20
6695,71,61-80
6696,5,0-20
6697,30,21-40
6698,40,21-40
6699,54,41-60
6700,72,61-80
6701,28,21-40
6702,18,0-20
6703,2,0-20
6704,59,41-60
6705,22,21-40
6706,1,0-20
6707,72,61-80
6708,14,0-20
6709,50,41-60
6710,48,41-60
6711,49,41-60
6712,28,21-40
6713,68,61-80
6714,13,0-20
6715,11,0-20
6716,3,0-20
6717,57,41-60
6718,3,0-20
6719,72,61-80
6720,70,61-80
6721,49,41-60
6722,67,61-80
6723,46,41-60
6724,64,61-80
6725,37,21-40
6726,2,0-20
6727,13,0-20
6728,72,61-80
6729,68,61-80
6730,15,0-20
6731,24,21-40
6732,24,21-40
6733,27,21-40
6734,12,0-20
6735,71,61-80
6736,67,61-80
6737,63,61-80
6738,1,0-20
6739,4,0-20
6740,40,21-40
6741,12,0-20
6742,52,41-60
6743,10,0-20
6744,68,61-80
6745,54,41-60
6746,4,0-20
6747,52,41-60
6748,1,0-20
6749,70,61-80
6750,43,41-60
6751,52,41-60
6752,12,0-20
6753,56,41-60
6754,0,0-20
6755,42,41-60
6756,22,21-40
6757,51,41-60
6758,27,21-40
6759,51,41-60
6760,4,0-20
6761,1,0-20
6762,35,21-40
6763,71,61-80
6764,1,0-20
6765,69,61-80
6766,14,0-20
6767,57,41-60
6768,72,61-80
6769,48,41-60
6770,4,0-20
6771,31,21-40
6772,38,21-40
6773,37,21-40
6774,1,0-20
6775,57,41-60
6776,62,61-80
6777,3,0-20
6778,72,61-80
6779,29,21-40
6780,13,0-20
6781,3,0-20
6782,11,0-20
6783,21,21-40
6784,19,0-20
6785,61,61-80
6786,11,0-20
6787,35,21-40
6788,25,21-40
6789,1,0-20
6790,67,61-80
6791,19,0-20
6792,56,41-60
6793,72,61-80
6794,43,41-60
6795,55,41-60
6796,2,0-20
6797,27,21-40
6798,13,0-20
6799,70,61-80
6800,14,0-20
6801,19,0-20
6802,20,0-20
6803,43,41-60
6804,5,0-20
6805,70,61-80
6806,40,21-40
6807,6,0-20
6808,39,21-40
6809,4,0-20
6810,15,0-20
6811,1,0-20
6812,45,41-60
6813,64,61-80
6814,57,41-60
6815,72,61-80
6816,1,0-20
6817,72,61-80
6818,3,0-20
6819,55,41-60
6820,59,41-60
6821,18,0-20
6822,32,21-40
6823,4,0-20
6824,66,61-80
6825,27,21-40
6826,4,0-20
6827,60,41-60
6828,8,0-20
6829,8,0-20
6830,35,21-40
6831,7,0-20
6832,53,41-60
6833,18,0-20
6834,15,0-20
6835,67,61-80
6836,6,0-20
6837,6,0-20
6838,13,0-20
6839,11,0-20
6840,1,0-20
6841,5,0-20
6842,13,0-20
6843,9,0-20
6844,29,21-40
6845,1,0-20
6846,1,0-20
6847,18,0-20
6848,2,0-20
6849,30,21-40
6850,66,61-80
6851,38,21-40
6852,44,41-60
6853,54,41-60
6854,2,0-20
6855,42,41-60
6856,58,41-60
6857,58,41-60
6858,25,21-40
6859,71,61-80
6860,37,21-40
6861,14,0-20
6862,4,0-20
6863,48,41-60
6864,3,0-20
6865,8,0-20
6866,1,0-20
6867,67,61-80
6868,13,0-20
6869,45,41-60
6870,49,41-60
6871,52,41-60
6872,63,61-80
6873,68,61-80
6874,31,21-40
6875,64,61-80
6876,62,61-80
6877,1,0-20
6878,6,0-20
6879,21,21-40
6880,72,61-80
6881,32,21-40
6882,71,61-80
6883,34,21-40
6884,3,0-20
6885,12,0-20
6886,8,0-20
6887,35,21-40
6888,3,0-20
6889,3,0-20
6890,53,41-60
6891,4,0-20
6892,48,41-60
6893,6,0-20
6894,3,0-20
6895,54,41-60
6896,1,0-20
6897,62,61-80
6898,22,21-40
6899,1,0-20
6900,51,41-60
6901,30,21-40
6902,56,41-60
6903,35,21-40
6904,64,61-80
6905,30,21-40
6906,25,21-40
6907,41,41-60
6908,9,0-20
6909,1,0-20
6910,70,61-80
6911,57,41-60
6912,9,0-20
6913,69,61-80
6914,43,41-60
6915,72,61-80
6916,44,41-60
6917,72,61-80
6918,33,21-40
6919,54,41-60
6920,27,21-40
6921,54,41-60
6922,3,0-20
6923,53,41-60
6924,1,0-20
6925,15,0-20
6926,56,41-60
6927,5,0-20
6928,48,41-60
6929,25,21-40
6930,3,0-20
6931,58,41-60
6932,10,0-20
6933,1,0-20
6934,71,61-80
6935,65,61-80
6936,5,0-20
6937,28,21-40
6938,67,61-80
6939,35,21-40
6940,72,61-80
6941,61,61-80
6942,68,61-80
6943,1,0-20
6944,3,0-20
6945,70,61-80
6946,48,41-60
6947,68,61-80
6948,47,41-60
6949,32,21-40
6950,5,0-20
6951,49,41-60
6952,48,41-60
6953,13,0-20
6954,15,0-20
6955,12,0-20
6956,67,61-80
6957,9,0-20
6958,13,0-20
6959,38,21-40
6960,42,41-60
6961,24,21-40
6962,27,21-40
6963,9,0-20
6964,49,41-60
6965,61,61-80
6966,50,41-60
6967,25,21-40
6968,22,21-40
6969,1,0-20
6970,4,0-20
6971,18,0-20
6972,56,41-60
6973,53,41-60
6974,51,41-60
6975,24,21-40
6976,62,61-80
6977,24,21-40
6978,70,61-80
6979,1,0-20
6980,16,0-20
6981,8,0-20
6982,72,61-80
6983,23,21-40
6984,31,21-40
6985,37,21-40
6986,30,21-40
6987,35,21-40
6988,23,21-40
6989,20,0-20
6990,36,21-40
6991,8,0-20
6992,71,61-80
6993,50,41-60
6994,43,41-60
6995,57,41-60
6996,41,41-60
6997,27,21-40
6998,13,0-20
6999,3,0-20
7000,67,61-80
7001,3,0-20
7002,64,61-80
7003,26,21-40
7004,38,21-40
7005,23,21-40
7006,40,21-40
7007,72,61-80
7008,3,0-20
7009,23,21-40
7010,1,0-20
7011,4,0-20
7012,62,61-80
7013,40,21-40
7014,41,41-60
7015,34,21-40
7016,1,0-20
7017,51,41-60
7018,1,0-20
7019,39,21-40
7020,12,0-20
7021,12,0-20
7022,72,61-80
7023,63,61-80
7024,44,41-60
7025,18,0-20
7026,9,0-20
7027,13,0-20
7028,68,61-80
7029,6,0-20
7030,2,0-20
7031,55,41-60
7032,1,0-20
7033,38,21-40
7034,67,61-80
7035,19,0-20
7036,12,0-20
7037,72,61-80
7038,24,21-40
7039,72,61-80
7040,11,0-20
7041,4,0-20
7042,66,61-80
